Format Version,1.21,Take Name,keyboard_hatra_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 12.47.49 AM,Total Frames in Take,1825,Total Exported Frames,1825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
391,3.258333,0.365856,0.341262,1.027221
392,3.266667,0.365853,0.341269,1.027217
393,3.275000,0.365850,0.341283,1.027223
394,3.283333,0.365850,0.341285,1.027221
395,3.291667,0.365848,0.341282,1.027220
396,3.300000,0.365855,0.341274,1.027219
397,3.308333,0.365864,0.341275,1.027215
398,3.316667,0.365862,0.341271,1.027218
399,3.325000,0.365856,0.341281,1.027217
400,3.333333,0.365847,0.341276,1.027216
401,3.341667,0.365847,0.341287,1.027221
402,3.350000,0.365855,0.341276,1.027220
403,3.358333,0.365858,0.341274,1.027221
404,3.366667,0.365853,0.341274,1.027218
405,3.375000,0.365854,0.341273,1.027222
406,3.383333,0.365860,0.341276,1.027216
407,3.391667,0.365851,0.341283,1.027218
408,3.400000,0.365849,0.341280,1.027219
409,3.408333,0.365855,0.341271,1.027223
410,3.416667,0.365849,0.341274,1.027220
411,3.425000,0.365852,0.341282,1.027217
412,3.433333,0.365851,0.341281,1.027220
413,3.441667,0.365856,0.341271,1.027217
414,3.450000,0.365854,0.341280,1.027219
415,3.458333,0.365858,0.341274,1.027220
416,3.466667,0.365859,0.341273,1.027218
417,3.475000,0.365849,0.341276,1.027219
418,3.483333,0.365846,0.341275,1.027216
419,3.491667,0.365855,0.341279,1.027215
420,3.500000,0.365855,0.341279,1.027220
421,3.508333,0.365850,0.341279,1.027216
422,3.516667,0.365852,0.341274,1.027216
423,3.525000,0.365850,0.341279,1.027217
424,3.533333,0.365852,0.341273,1.027221
425,3.541667,0.365849,0.341275,1.027222
426,3.550000,0.365848,0.341276,1.027214
427,3.558333,0.365848,0.341272,1.027216
428,3.566667,0.365853,0.341272,1.027217
429,3.575000,0.365852,0.341278,1.027220
430,3.583333,0.365846,0.341279,1.027218
431,3.591667,0.365856,0.341272,1.027217
432,3.600000,0.365850,0.341278,1.027210
433,3.608333,0.365852,0.341279,1.027223
434,3.616667,0.365842,0.341267,1.027224
435,3.625000,0.365843,0.341281,1.027219
436,3.633333,0.365851,0.341276,1.027225
437,3.641667,0.365852,0.341271,1.027224
438,3.650000,0.365850,0.341271,1.027224
439,3.658333,0.365845,0.341274,1.027225
440,3.666667,0.365855,0.341272,1.027218
441,3.675000,0.365852,0.341268,1.027219
442,3.683333,0.365848,0.341272,1.027225
443,3.691667,0.365844,0.341269,1.027227
444,3.700000,0.365845,0.341271,1.027218
445,3.708333,0.365843,0.341281,1.027220
446,3.716667,0.365840,0.341267,1.027222
447,3.725000,0.365836,0.341267,1.027231
448,3.733333,0.365829,0.341267,1.027228
449,3.741667,0.365818,0.341276,1.027231
450,3.750000,0.365807,0.341275,1.027231
451,3.758333,0.365800,0.341271,1.027221
452,3.766667,0.365793,0.341280,1.027214
453,3.775000,0.365785,0.341282,1.027202
454,3.783333,0.365780,0.341282,1.027193
455,3.791667,0.365782,0.341274,1.027195
456,3.800000,0.365770,0.341280,1.027202
457,3.808333,0.365764,0.341285,1.027203
458,3.816667,0.365765,0.341291,1.027215
459,3.825000,0.365756,0.341284,1.027214
460,3.833333,0.365763,0.341278,1.027221
461,3.841667,0.365752,0.341290,1.027207
462,3.850000,0.365742,0.341298,1.027192
463,3.858333,0.365730,0.341312,1.027182
464,3.866667,0.365712,0.341326,1.027169
465,3.875000,0.365716,0.341322,1.027154
466,3.883333,0.365708,0.341326,1.027143
467,3.891667,0.365713,0.341327,1.027148
468,3.900000,0.365711,0.341334,1.027150
469,3.908333,0.365708,0.341333,1.027168
470,3.916667,0.365695,0.341336,1.027172
471,3.925000,0.365698,0.341347,1.027171
472,3.933333,0.365696,0.341351,1.027163
473,3.941667,0.365694,0.341348,1.027155
474,3.950000,0.365692,0.341359,1.027137
475,3.958333,0.365703,0.341360,1.027117
476,3.966667,0.365698,0.341369,1.027095
477,3.975000,0.365698,0.341382,1.027085
478,3.983333,0.365695,0.341378,1.027086
479,3.991667,0.365683,0.341390,1.027091
480,4.000000,0.365690,0.341377,1.027100
481,4.008333,0.365692,0.341385,1.027097
482,4.016667,0.365695,0.341392,1.027094
483,4.025000,0.365696,0.341400,1.027083
484,4.033333,0.365716,0.341392,1.027055
485,4.041667,0.365745,0.341397,1.027025
486,4.050000,0.365748,0.341416,1.026978
487,4.058333,0.365747,0.341427,1.026936
488,4.066667,0.365747,0.341423,1.026908
489,4.075000,0.365742,0.341439,1.026885
490,4.083333,0.365742,0.341446,1.026887
491,4.091667,0.365738,0.341444,1.026896
492,4.100000,0.365748,0.341433,1.026918
493,4.108333,0.365752,0.341438,1.026934
494,4.116667,0.365760,0.341434,1.026949
495,4.125000,0.365778,0.341432,1.026944
496,4.133333,0.365783,0.341440,1.026921
497,4.141667,0.365784,0.341461,1.026887
498,4.150000,0.365780,0.341471,1.026844
499,4.158333,0.365777,0.341471,1.026817
500,4.166667,0.365777,0.341482,1.026795
501,4.175000,0.365782,0.341483,1.026781
502,4.183333,0.365794,0.341473,1.026793
503,4.191667,0.365795,0.341473,1.026799
504,4.200000,0.365798,0.341472,1.026812
505,4.208333,0.365794,0.341470,1.026813
506,4.216667,0.365805,0.341468,1.026791
507,4.225000,0.365811,0.341474,1.026757
508,4.233333,0.365806,0.341482,1.026718
509,4.241667,0.365797,0.341502,1.026677
510,4.250000,0.365791,0.341497,1.026649
511,4.258333,0.365800,0.341502,1.026627
512,4.266667,0.365807,0.341493,1.026611
513,4.275000,0.365819,0.341488,1.026597
514,4.283333,0.365830,0.341473,1.026560
515,4.291667,0.365834,0.341470,1.026502
516,4.300000,0.365833,0.341466,1.026405
517,4.308333,0.365833,0.341451,1.026258
518,4.316667,0.365813,0.341456,1.026059
519,4.325000,0.365803,0.341483,1.025824
520,4.333333,0.365796,0.341500,1.025590
521,4.341667,0.365776,0.341510,1.025361
522,4.350000,0.365774,0.341522,1.025140
523,4.358333,0.365781,0.341525,1.024917
524,4.366667,0.365782,0.341511,1.024710
525,4.375000,0.365778,0.341495,1.024513
526,4.383333,0.365762,0.341509,1.024291
